user_id,age,daily_screen_time_hours,social_media_hours,sleep_hours,exercise_minutes,study_work_hours,productivity_score,stress_level,platform,productivity_hours
3477,29,3.85,4.99,4.6,93,4.88,59.03,Medium,YouTube,15.332467532467533
3478,19,6.37,2.55,8.32,17,7.7,78.26,Low,YouTube,12.285714285714286
3479,26,8.18,4.07,5.26,60,8.08,23.17,Low,Twitter,2.832518337408313
3480,46,2.33,3.56,8.11,109,8.83,40.8,Low,YouTube,17.510729613733904
3481,47,2.93,3.15,5.83,35,3.19,91.6,High,YouTube,31.262798634812285
3482,42,3.72,1.27,4.61,84,2.42,36.24,High,YouTube,9.741935483870968
3483,45,11.71,4.57,4.56,52,4.11,60.87,High,Instagram,5.198121263877027
3484,17,5.37,2.76,6.41,94,4.78,43.95,High,LinkedIn,8.184357541899441
3485,24,7.59,5.46,3.47,117,7.32,87.83,Medium,YouTube,11.571805006587615
3486,43,3.66,2.89,8.58,118,7.82,42.99,Low,LinkedIn,11.745901639344263
3487,46,6.4,3.73,4.63,32,9.86,36.56,High,YouTube,5.7125
3488,49,1.82,0.89,5.01,22,4.4,18.15,Low,Snapchat,9.97252747252747
3489,30,1.38,7.94,4.4,63,4.62,35.57,High,LinkedIn,25.775362318840582
3490,40,6.16,4.31,3.02,37,5.88,67.29,Medium,Twitter,10.9237012987013
3491,23,5.39,0.68,7.16,68,8.38,18.41,Low,YouTube,3.4155844155844157
3492,24,2.51,4.56,6.54,78,6.95,70.83,Medium,Snapchat,28.219123505976096
3493,47,8.56,7.03,7.86,29,6.15,2.05,High,LinkedIn,0.23948598130841117
3494,32,11.92,6.29,3.25,15,6.83,37.33,Low,Snapchat,3.131711409395973
3495,34,5.35,5.76,8.57,53,5.18,47.13,High,Twitter,8.809345794392524
3496,44,7.87,1.55,4.99,58,7.83,10.52,High,Twitter,1.3367217280813215
3497,22,11.59,5.43,8.48,103,1.68,68.73,Medium,Twitter,5.930112165660052
3498,43,10.15,6.25,3.64,92,5.58,11.17,Medium,Twitter,1.1004926108374384
3499,24,6.1,4.79,7.46,91,8.26,9.91,Low,Snapchat,1.6245901639344265
3500,43,9.11,7.2,6.48,5,3.72,37.43,High,LinkedIn,4.108671789242591
3501,21,2.41,2.58,5.15,4,8.59,74.09,Low,Twitter,30.74273858921162
3502,44,6.63,2.32,3.47,101,8.05,96.4,Low,Snapchat,14.539969834087483
3503,32,4.07,7.02,6.63,88,6.23,77.83,High,Snapchat,19.12285012285012
3504,31,2.77,5.19,3.16,91,3.27,47.13,Medium,LinkedIn,17.014440433212997
3505,38,5.69,0.51,6.01,0,8.75,27.99,Low,Snapchat,4.919156414762741
3506,46,2.44,3.15,6.63,13,1.27,30.84,Low,Instagram,12.639344262295083
3507,18,8.69,6.93,7.4,82,6.33,29.09,Low,LinkedIn,3.3475258918296893
3508,36,6.02,0.7,8.95,30,8.04,28.55,High,Snapchat,4.742524916943522
3509,41,6.84,0.52,4.56,50,5.37,7.84,Low,YouTube,1.1461988304093567
3510,37,2.61,2.61,4.93,78,1.93,22.82,Medium,YouTube,8.743295019157088
3511,27,2.54,7.36,5.05,18,8.51,11.68,Medium,Twitter,4.5984251968503935
3512,28,7.42,7.26,7.39,101,9.18,1.73,High,LinkedIn,0.23315363881401618
3513,26,11.84,4.39,8.59,31,6.07,29.27,High,Snapchat,2.4721283783783785
3514,31,2.06,4.65,8.85,56,8.08,35.87,High,Snapchat,17.412621359223298
3515,23,4.14,2.99,8.67,30,6.5,92.82,High,Instagram,22.420289855072465
3516,17,10.56,2.33,8.28,57,6.16,99.49,Medium,Instagram,9.421401515151514
3517,45,1.79,6.61,8.95,100,2.18,58.36,High,Twitter,32.60335195530726
3518,45,10.63,1.3,5.26,25,4.93,90.2,Low,LinkedIn,8.485418626528691
3519,27,6.77,4.16,8.69,47,7.11,62.2,Medium,Twitter,9.187592319054653
3520,25,5.49,5.26,7.57,40,5.09,50.26,High,Instagram,9.154826958105646
3521,26,4.41,1.28,4.01,24,6.56,5.23,High,Instagram,1.1859410430839004
3522,30,4.27,4.4,3.27,46,9.05,5.42,Low,LinkedIn,1.269320843091335
3523,31,4.36,4.83,4.29,53,4.3,4.05,Medium,Twitter,0.9288990825688073
3524,32,10.73,6.07,7.67,103,8.46,15.86,Medium,Instagram,1.4780987884436159
3525,41,8.96,2.26,6.79,56,1.26,8.61,Low,Snapchat,0.9609374999999999
3526,17,8.37,2.7,4.35,71,8.67,20.27,Low,YouTube,2.4217443249701316
3527,27,9.79,4.77,7.45,60,1.96,52.4,High,Instagram,5.352400408580184
3528,41,3.83,7.87,3.85,3,3.89,50.82,Low,Twitter,13.268929503916448
3529,38,7.8,2.13,7.93,30,5.62,35.07,Low,Instagram,4.496153846153846
3530,33,6.06,7.89,7.76,119,6.85,66.93,Low,Snapchat,11.044554455445546
3531,47,9.61,5.86,8.84,95,9.58,39.8,Medium,YouTube,4.141519250780437
3532,18,4.4,6.7,3.9,97,3.76,22.8,Medium,YouTube,5.181818181818182
3533,18,8.07,1.17,8.44,111,1.77,69.52,Low,Snapchat,8.614622057001238
3534,45,10.7,2.75,5.05,66,5.13,98.04,Low,Twitter,9.162616822429907
3535,16,5.42,0.93,5.5,40,4.11,81.26,Medium,Snapchat,14.992619926199263
3536,45,1.73,3.29,5.81,25,6.4,41.99,Low,Snapchat,24.271676300578036
3537,47,6.68,7.86,6.76,67,9.31,38.19,Low,LinkedIn,5.7170658682634725
3538,43,4.81,1.29,8.97,65,6.79,4.83,Medium,LinkedIn,1.0041580041580043
3539,36,8.39,4.72,6.6,18,6.2,66.05,Low,LinkedIn,7.872467222884385
3540,28,11.46,0.55,8.56,86,3.21,23.04,Low,YouTube,2.0104712041884816
3541,42,6.34,5.85,4.53,24,3.38,68.67,Medium,YouTube,10.831230283911673
3542,22,6.13,1.98,5.39,46,4.92,76.26,High,Instagram,12.440456769983689
3543,37,8.2,1.47,6.03,70,9.02,88.1,Low,LinkedIn,10.74390243902439
3544,25,2.14,3.03,4.94,7,6.22,55.28,Low,Twitter,25.83177570093458
3545,30,3.79,6.28,8.86,2,5.45,83.17,Low,Twitter,21.944591029023748
3546,30,11.11,1.3,7.35,86,5.88,72.6,High,LinkedIn,6.534653465346534
3547,19,8.37,2.22,5.87,110,8.5,35.95,Medium,YouTube,4.29510155316607
3548,47,1.15,0.56,7.51,32,7.1,11.54,Medium,Snapchat,10.034782608695652
3549,38,3.25,7.76,5.8,111,9.35,24.97,Medium,YouTube,7.683076923076923
3550,21,8.51,4.94,3.1,27,6.24,84.61,Medium,Instagram,9.942420681551116
3551,39,9.41,5.9,6.26,21,2.76,53.91,Low,LinkedIn,5.729011689691816
3552,35,10.24,5.39,6.75,98,1.17,66.89,High,YouTube,6.5322265625
3553,35,4.21,1.58,8.89,97,3.85,80.8,High,Snapchat,19.192399049881235
3554,27,11.24,4.96,3.24,29,1.56,67.04,Medium,Instagram,5.964412811387901
3555,48,7.08,1.49,6.07,46,4.66,85.75,Medium,YouTube,12.111581920903955
3556,43,8.66,3.51,3.59,35,2.69,9.55,Low,LinkedIn,1.1027713625866051
3557,23,7.56,4.77,3.89,58,4.64,90.46,Medium,Snapchat,11.965608465608465
3558,16,2.35,4.69,6.66,13,4.59,81.45,Medium,YouTube,34.659574468085104
3559,37,11.59,1.39,4.39,72,3.49,90.4,Medium,LinkedIn,7.7998274374460745
3560,21,2.35,0.76,7.5,85,6.88,73.35,Medium,LinkedIn,31.212765957446805
3561,36,3.8,6.49,6.09,91,4.9,28.16,High,YouTube,7.410526315789474
3562,47,9.95,5.94,4.31,104,9.04,12.27,Medium,YouTube,1.2331658291457286
3563,30,7.8,1.11,5.96,13,1.68,13.83,Medium,YouTube,1.7730769230769232
3564,20,10.22,1.46,3.01,78,4.7,50.39,Low,Snapchat,4.9305283757338545
3565,21,6.67,7.19,8.18,55,7.98,39.7,Medium,YouTube,5.9520239880059975
3566,40,5.15,6.27,3.08,100,5.45,65.77,Medium,Twitter,12.770873786407765
3567,44,11.14,7.97,3.04,23,9.69,50.82,Low,YouTube,4.56193895870736
3568,22,1.4,2.4,6.67,97,2.57,13.41,Low,Instagram,9.57857142857143
3569,28,10.42,4.16,8.84,119,3.84,1.22,Medium,Twitter,0.11708253358925144
3570,33,3.54,2.27,8.14,48,2.05,13.7,Low,Instagram,3.870056497175141
3571,17,10.34,5.17,4.51,42,3.22,15.53,Low,Instagram,1.501934235976789
3572,23,2.53,1.37,4.18,108,7.05,72.27,Medium,LinkedIn,28.565217391304348
3573,26,7.38,1.45,6.76,107,5.38,29.24,High,Snapchat,3.962059620596206
3574,48,10.77,1.04,7.94,2,2.46,10.27,Low,Twitter,0.9535747446610956
3575,42,6.21,5.7,5.17,22,5.27,75.78,Medium,Twitter,12.202898550724639
3576,35,9.21,4.21,5.59,19,8.63,94.11,Low,LinkedIn,10.218241042345277
3577,27,9.85,5.13,3.69,108,4.96,10.95,High,Instagram,1.1116751269035532
3578,46,9.1,7.09,3.92,14,1.12,96.34,High,Snapchat,10.586813186813188
3579,42,11.18,6.05,6.41,42,1.49,95.08,Medium,Snapchat,8.504472271914132
3580,47,5.92,3.96,3.62,79,4.94,52.79,High,LinkedIn,8.91722972972973
3581,25,2.9,7.88,4.21,70,6.34,30.28,Medium,YouTube,10.441379310344828
3582,18,1.53,3.92,4.41,32,8.98,14.67,Medium,Snapchat,9.588235294117647
3583,42,3.71,1.34,5.66,54,9.84,82.56,Low,YouTube,22.253369272237197
3584,46,2.58,7.94,3.27,82,9.82,60.87,Medium,LinkedIn,23.59302325581395
3585,30,7.14,0.67,6.0,81,6.02,65.48,Low,Instagram,9.170868347338937
3586,31,3.03,4.62,8.57,40,1.32,86.23,Low,YouTube,28.45874587458746
3587,28,1.43,2.82,3.15,17,2.92,44.95,Low,Twitter,31.433566433566437
3588,26,1.4,4.28,6.79,2,4.91,37.44,Low,YouTube,26.742857142857144
3589,36,10.15,4.69,8.02,2,8.92,76.47,Medium,Instagram,7.533990147783251
3590,26,7.51,2.3,4.87,99,1.19,30.42,High,YouTube,4.050599201065246
3591,45,4.94,4.68,3.79,15,5.58,33.46,Medium,LinkedIn,6.77327935222672
3592,37,10.84,6.17,3.26,42,6.88,38.73,High,YouTube,3.5728782287822876
3593,46,1.77,2.5,6.86,22,3.59,85.78,Medium,Twitter,48.463276836158194
3594,29,11.78,3.38,6.31,86,3.84,78.13,Low,YouTube,6.632427843803056
3595,39,7.78,2.51,4.38,14,4.5,29.85,Low,LinkedIn,3.8367609254498714
3596,47,3.02,6.65,7.99,72,3.47,15.22,Medium,YouTube,5.039735099337748
3597,47,8.47,5.94,7.41,57,4.93,39.89,High,Snapchat,4.709563164108618
3598,30,9.4,7.03,4.66,39,2.42,62.83,Medium,Instagram,6.684042553191489
3599,18,5.72,1.78,7.52,117,2.79,67.95,Medium,Twitter,11.87937062937063
3600,31,10.48,1.05,4.47,37,1.33,20.84,High,Instagram,1.9885496183206106
3601,20,2.66,1.4,7.05,116,4.7,25.69,Low,Twitter,9.657894736842104
3602,36,4.07,1.71,3.71,81,7.37,93.08,Low,Instagram,22.86977886977887
3603,25,2.03,4.5,7.15,101,5.56,39.12,Low,Twitter,19.270935960591135
3604,34,3.32,7.78,4.43,5,5.78,32.1,High,YouTube,9.668674698795181
3605,40,3.63,3.18,6.43,107,5.05,69.88,Low,Instagram,19.250688705234158
3606,19,11.09,7.69,4.03,100,6.26,47.32,Low,Twitter,4.2669071235347165
3607,44,1.86,0.79,7.36,45,3.07,25.43,Low,YouTube,13.672043010752688
3608,34,5.7,7.45,3.37,5,2.87,41.52,High,Twitter,7.28421052631579
3609,17,6.86,1.86,3.99,84,9.48,15.28,High,Twitter,2.2274052478134108
3610,25,10.89,7.34,4.1,93,5.05,28.68,Low,LinkedIn,2.633608815426997
3611,40,11.97,0.92,3.25,91,8.44,42.43,Medium,LinkedIn,3.5446950710108602
3612,35,9.29,7.61,7.47,19,9.25,52.28,Medium,Instagram,5.627556512378903
3613,34,11.68,2.01,8.89,18,6.53,74.42,Low,YouTube,6.3715753424657535
3614,38,9.66,2.77,7.67,13,3.69,39.11,High,Snapchat,4.048654244306418
3615,39,11.6,4.18,8.16,64,7.12,55.02,Low,Twitter,4.743103448275862
3616,26,8.78,3.36,3.04,90,4.88,95.15,Low,Instagram,10.837129840546698
3617,49,1.88,5.51,3.71,115,9.76,82.01,Medium,LinkedIn,43.62234042553192
3618,43,5.42,7.81,6.35,95,8.3,24.46,Medium,YouTube,4.512915129151292
3619,20,8.11,5.05,8.87,28,8.33,22.13,Low,LinkedIn,2.7287299630086315
3620,20,4.86,5.91,6.96,30,6.3,66.61,Low,Twitter,13.705761316872428
3621,36,4.01,1.16,5.24,24,1.08,59.94,High,LinkedIn,14.947630922693268
3622,27,7.35,5.21,3.88,118,8.49,55.14,Medium,LinkedIn,7.502040816326531
3623,19,11.27,3.9,3.92,70,1.23,16.26,Low,YouTube,1.4427684117125112
3624,35,1.38,7.14,5.18,102,2.1,36.9,Medium,Instagram,26.73913043478261
3625,40,9.46,3.41,7.28,45,8.55,76.18,Medium,Twitter,8.052854122621564
3626,29,8.95,5.6,3.19,51,2.97,72.64,Low,Twitter,8.116201117318436
3627,26,11.6,2.21,8.11,15,8.57,17.35,Medium,YouTube,1.495689655172414
3628,47,11.24,2.45,8.65,107,3.13,43.26,Low,Instagram,3.848754448398576
3629,26,9.38,3.32,8.33,118,7.94,44.83,Low,YouTube,4.779317697228144
3630,33,6.72,2.78,8.48,10,5.88,51.35,High,YouTube,7.641369047619048
3631,42,3.25,2.4,3.09,17,7.04,46.65,Medium,LinkedIn,14.353846153846153
3632,33,7.0,0.87,8.87,107,8.54,50.67,High,Instagram,7.238571428571428
3633,38,9.42,6.78,5.2,55,9.86,81.5,Medium,Twitter,8.65180467091295
3634,26,10.85,0.98,8.22,105,1.77,39.56,High,Snapchat,3.646082949308756
3635,36,9.69,7.16,4.12,55,7.17,55.65,Low,Twitter,5.743034055727555
3636,20,3.15,1.44,5.68,56,9.63,61.07,Medium,YouTube,19.38730158730159
3637,38,7.6,0.99,3.26,68,4.36,94.29,High,Snapchat,12.406578947368422
3638,40,4.65,4.72,3.24,119,4.0,65.82,Low,YouTube,14.154838709677417
3639,25,1.1,4.27,8.66,65,7.12,13.94,Low,Snapchat,12.672727272727272
3640,37,3.2,4.18,7.86,73,4.62,58.66,Medium,LinkedIn,18.331249999999997
3641,34,2.25,4.81,6.18,89,2.93,66.53,Medium,YouTube,29.56888888888889
3642,16,10.27,2.65,6.15,87,2.45,1.94,High,Snapchat,0.18889970788704966
3643,22,3.84,5.47,7.49,89,2.73,8.46,Low,Twitter,2.2031250000000004
3644,19,4.13,4.27,5.05,15,7.34,2.88,Low,LinkedIn,0.6973365617433414
3645,16,11.56,3.01,7.57,88,9.27,5.78,Medium,YouTube,0.5
3646,30,5.17,6.7,5.91,101,8.25,9.88,Low,Instagram,1.9110251450676985
3647,27,1.11,5.96,6.83,5,5.03,95.82,High,LinkedIn,86.32432432432431
3648,37,4.12,3.45,8.79,51,5.76,21.47,Low,Snapchat,5.211165048543689
3649,37,2.31,6.86,5.83,119,6.58,21.25,Low,Instagram,9.1991341991342
3650,32,2.13,7.4,5.51,54,6.22,85.88,Low,Instagram,40.31924882629108
3651,44,1.85,4.53,8.43,75,9.72,75.52,High,Instagram,40.82162162162162
3652,29,7.53,2.11,8.42,72,8.98,67.91,Medium,Snapchat,9.01859229747676
3653,35,3.08,7.37,8.95,48,1.39,42.75,Medium,LinkedIn,13.87987012987013
3654,48,4.97,1.92,6.31,105,8.52,4.09,Low,Instagram,0.8229376257545272
3655,30,10.48,0.86,5.07,71,2.03,82.83,Low,Instagram,7.903625954198473
3656,27,5.67,2.96,4.44,55,7.21,86.22,High,Snapchat,15.206349206349206
3657,35,11.07,5.95,3.2,94,3.57,48.7,High,YouTube,4.399277326106595
3658,45,6.48,7.42,7.36,40,7.96,64.84,High,YouTube,10.006172839506172
3659,18,5.39,5.28,4.4,95,1.08,48.29,Low,LinkedIn,8.959183673469388
3660,43,9.25,7.64,6.64,70,4.44,30.32,Medium,Instagram,3.2778378378378377
3661,41,1.8,1.19,8.5,95,1.19,54.49,Medium,Twitter,30.272222222222222
3662,45,1.98,0.96,8.7,105,9.58,69.17,Low,YouTube,34.93434343434343
3663,28,8.17,5.03,3.03,55,1.14,16.3,Low,Instagram,1.9951040391676869
3664,28,6.36,7.75,4.9,88,2.4,53.54,High,LinkedIn,8.418238993710691
3665,17,9.69,4.27,8.02,96,5.85,77.82,Medium,Twitter,8.030959752321982
3666,17,11.08,0.89,6.22,114,6.82,48.08,Medium,YouTube,4.339350180505415
3667,41,5.27,2.16,7.85,62,7.56,16.53,Low,YouTube,3.136622390891841
3668,26,7.56,2.34,8.12,117,3.22,87.1,Low,Instagram,11.52116402116402
3669,23,6.51,3.03,5.66,27,3.71,67.71,Low,Instagram,10.400921658986174
3670,37,11.8,0.83,5.15,74,3.16,63.62,High,Twitter,5.391525423728813
3671,35,10.14,7.29,5.73,30,3.2,65.52,Medium,Snapchat,6.461538461538461
3672,23,11.03,4.37,6.92,54,8.04,25.26,Medium,LinkedIn,2.29011786038078
3673,44,3.8,5.53,5.2,51,9.53,49.74,Low,Instagram,13.089473684210528
3674,41,9.5,1,7.65,73,6.36,33.27,High,Instagram,3.5021052631578953
3675,45,3.92,0.91,8.42,65,2.42,83.52,Medium,YouTube,21.30612244897959
3676,32,3.3,4.9,4.69,45,1.59,59.29,Low,Twitter,17.96666666666667
3677,35,11.39,7.15,8.79,107,3.15,72.01,Low,Snapchat,6.322212467076383
3678,31,1.21,4.46,6.74,3,2.6,66.37,Low,Snapchat,54.851239669421496
3679,22,11.62,7.08,8.27,21,6.21,48.89,Medium,LinkedIn,4.207401032702238
3680,31,2.64,6.58,3.62,44,7.28,80.68,High,LinkedIn,30.560606060606062
3681,42,10.01,1.07,4.51,115,1.04,61.92,High,Instagram,6.185814185814186
3682,38,4.04,2.01,4.93,27,4.96,23.45,Low,Twitter,5.804455445544554
3683,39,4.86,5.43,4.82,9,6.61,29.78,High,YouTube,6.127572016460905
3684,24,3.38,3.83,4.03,65,2.74,82.87,High,LinkedIn,24.51775147928994
3685,35,7.44,2.68,8.21,48,9.11,94.18,Low,Snapchat,12.658602150537634
3686,32,4.83,3.64,5.51,94,5.94,55.25,Medium,Instagram,11.438923395445135
3687,46,8.23,3.84,8.78,105,4.11,39.17,High,Instagram,4.759416767922236
3688,23,1.17,7.33,6.5,86,1.17,62.88,Medium,YouTube,53.74358974358975
3689,30,1.71,1.28,3.83,79,5.36,48.87,High,Twitter,28.57894736842105
3690,46,2.1,2.6,6.28,72,4.02,84.33,Low,Snapchat,40.15714285714285
3691,45,5.61,4.53,8.96,50,9.73,83.47,Medium,Instagram,14.878787878787877
3692,35,9.96,5.74,6.39,42,4.41,46.16,Medium,Instagram,4.634538152610441
3693,27,10.77,5.23,3.01,5,9.29,80.65,High,LinkedIn,7.488393686165275
3694,32,3.69,7.56,8.6,24,7.17,20.1,Medium,Snapchat,5.4471544715447155
3695,45,7.32,6.47,4.41,3,1.67,38.02,High,YouTube,5.193989071038252
3696,44,9.45,4.68,7.13,111,9.39,8.88,Medium,Instagram,0.9396825396825398
3697,34,4.18,2.11,6.09,75,2.52,80.97,High,Snapchat,19.370813397129186
3698,26,5.5,3.88,4.95,23,5.03,97.55,High,Twitter,17.736363636363635
3699,49,6.76,5.7,4.7,55,9.31,58.1,Low,Snapchat,8.594674556213018
3700,22,2.48,6.78,8.57,90,8.46,76.88,Low,Twitter,31.0
3701,49,1.29,7.7,8.47,111,5.39,40.76,High,Twitter,31.5968992248062
3702,35,2.68,5.04,6.08,54,2.86,56.59,High,YouTube,21.115671641791046
3703,39,7.9,4.45,4.55,53,5.58,35.39,High,Instagram,4.479746835443038
3704,25,1.81,0.63,3.61,2,5.93,69.99,Low,Twitter,38.668508287292816
3705,47,3.09,1.04,3.94,75,9.97,25.38,Low,YouTube,8.21359223300971
3706,30,4.72,1.67,6.13,46,8.42,16.17,Medium,Snapchat,3.4258474576271194
3707,35,1.86,0.91,4.85,115,8.75,89.96,High,Instagram,48.36559139784946
3708,18,3.11,3.51,3.25,29,9.88,86.56,Medium,Instagram,27.832797427652736
3709,23,11.02,3.03,5.73,75,5.71,83.66,Low,YouTube,7.5916515426497275
3710,38,1.21,5.28,7.48,40,6.27,82.33,High,YouTube,68.0413223140496
3711,26,8.19,4.52,8.35,105,5.09,73.22,Medium,LinkedIn,8.94017094017094
3712,23,5.23,4.97,6.51,54,2.13,87.6,Medium,Snapchat,16.74952198852772
3713,44,8.4,4.04,7.34,58,5.73,21.81,High,LinkedIn,2.596428571428571
3714,45,7.48,2.58,5.18,39,6.24,87.17,Medium,LinkedIn,11.65374331550802
3715,25,3.46,7.65,5.98,44,3.14,91.86,Medium,Instagram,26.54913294797688
3716,43,10.32,1.15,7.38,21,8.05,71.88,Low,LinkedIn,6.9651162790697665
3717,28,6.41,7.54,7.37,14,2.12,60.34,Low,Snapchat,9.413416536661467
3718,47,10.05,2.83,5.55,91,5.52,24.37,Medium,YouTube,2.424875621890547
3719,41,5.47,4.34,6.26,16,6.96,86.75,Medium,Instagram,15.859232175502743
3720,37,11.83,1.32,8.54,58,1.49,58.11,High,Instagram,4.912087912087912
3721,19,9.48,1.03,6.79,107,8.24,61.46,Low,LinkedIn,6.4831223628691985
3722,46,11.63,3.72,6.86,111,3.74,61.05,High,Snapchat,5.249355116079105
3723,33,6.66,6.06,7.71,24,7.46,86.81,High,YouTube,13.034534534534535
3724,39,6.21,2.52,3.69,42,1.97,14.56,Low,Snapchat,2.344605475040258
3725,38,9.31,4.72,6.14,63,6.58,7.11,Medium,Twitter,0.7636949516648764
3726,37,10.68,2.59,8.76,50,6.01,23.17,Medium,Snapchat,2.1694756554307117
3727,17,11.61,3.41,5.17,60,2.35,49.68,High,Twitter,4.279069767441861
3728,46,4.57,7.3,4.77,44,6.62,47.47,High,Instagram,10.387308533916848
3729,26,9.79,6.92,6.61,2,7.22,51.69,Medium,Snapchat,5.279877425944842
3730,43,3.32,4.37,4.33,35,5.49,12.32,High,Snapchat,3.7108433734939763
3731,47,7.0,2.29,6.34,94,6.21,79.5,Medium,Snapchat,11.357142857142858
3732,20,2.98,1.95,3.93,119,8.99,30.91,Low,LinkedIn,10.37248322147651
3733,25,4.82,7.66,6.48,78,7.28,91.41,Low,Instagram,18.96473029045643
3734,39,11.24,2.02,6.61,109,9.15,84.16,Medium,Snapchat,7.487544483985765
3735,38,2.61,6.56,5.51,63,5.97,7.28,High,YouTube,2.7892720306513414
3736,32,7.96,3.27,5.3,27,2.57,6.3,Low,Instagram,0.7914572864321607
3737,16,7.52,7.89,4.47,106,3.22,63.27,Medium,Snapchat,8.413563829787234
3738,46,2.33,3.26,4.99,94,2.59,8.65,Medium,YouTube,3.7124463519313307
3739,46,4.59,3.14,5.99,44,4.02,57.61,High,LinkedIn,12.55119825708061
3740,49,7.19,5.28,4.49,83,5.3,8.84,High,YouTube,1.2294853963838663
3741,24,3.06,7.71,7.7,113,3.3,48.46,High,Instagram,15.836601307189543
3742,37,9.81,7.82,7.25,108,5.28,42.49,Low,Instagram,4.331294597349643
3743,28,11.69,5.8,4.62,20,4.28,59.5,Low,Twitter,5.089820359281437
3744,40,3.36,6.16,3.58,26,6.0,36.26,Low,Twitter,10.791666666666666
3745,33,3.06,4.73,3.0,82,4.86,14.86,Medium,Twitter,4.856209150326797
3746,27,6.0,6.17,6.58,99,4.91,84.37,Medium,LinkedIn,14.061666666666667
3747,32,9.23,6.95,4.27,75,5.42,30.63,Medium,Instagram,3.318526543878656
3748,30,4.1,4.15,3.08,34,9.89,7.68,Low,LinkedIn,1.8731707317073172
3749,30,1.22,5.15,5.15,47,6.01,50.56,Medium,Instagram,41.442622950819676
3750,30,6.95,4.53,8.77,96,7.51,87.89,Medium,Twitter,12.646043165467626
3751,28,11.52,4.72,7.14,99,4.75,28.79,Low,Twitter,2.4991319444444446
3752,32,5.3,7.18,8.15,104,3.93,45.62,Medium,YouTube,8.60754716981132
3753,47,5.62,3.17,3.87,22,9.25,40.85,Low,Twitter,7.2686832740213525
3754,24,11.66,2.06,3.44,63,7.68,5.79,Medium,Twitter,0.49656946826758147
3755,35,8.64,3.92,3.07,12,6.24,86.97,High,Snapchat,10.065972222222221
3756,41,8.91,2.06,8.73,117,4.03,76.13,Low,Instagram,8.544332210998878
3757,42,7.19,4.24,4.8,29,3.32,10.48,Medium,Twitter,1.4575799721835883
3758,36,11.72,7.28,5.76,73,3.27,14.08,Medium,Snapchat,1.2013651877133105
3759,33,8.58,5.13,5.37,104,5.53,2.05,High,Snapchat,0.23892773892773891
3760,28,10.85,6.92,7.38,19,8.87,98.59,High,Snapchat,9.086635944700461
3761,31,8.69,1.75,4.86,5,8.93,42.2,Medium,Twitter,4.856156501726122
3762,24,9.09,7.26,6.21,94,7.7,93.11,High,LinkedIn,10.243124312431243
3763,27,4.19,5.01,8.97,18,5.88,42.59,High,LinkedIn,10.164677804295943
3764,34,4.34,0.74,5.66,66,3.11,11.28,High,Instagram,2.5990783410138247
3765,22,9.61,5.25,6.31,73,5.31,34.99,High,LinkedIn,3.6409989594172742
3766,33,4.26,7.64,6.02,9,7.25,42.4,Medium,Twitter,9.953051643192488
3767,31,7.19,1.09,7.82,55,6.36,18.48,High,Instagram,2.5702364394993045
3768,19,3.74,4.87,4.6,20,5.63,6.3,High,Instagram,1.6844919786096255
3769,40,9.99,7.37,4.02,55,4.85,32.34,Low,Instagram,3.2372372372372373
3770,47,2.22,0.57,7.52,56,7.77,54.39,High,YouTube,24.499999999999996
3771,28,10.12,5.23,5.49,1,8.58,26.28,Medium,Twitter,2.5968379446640317
3772,32,7.63,4.06,8.48,108,7.51,95.91,Low,Twitter,12.570117955439056
3773,21,3.06,3.1,6.86,38,9.44,48.66,High,LinkedIn,15.901960784313724
3774,34,6.96,5.21,6.39,60,8.02,13.9,Low,LinkedIn,1.9971264367816093
3775,28,4.11,0.9,3.42,44,5.06,41.94,Low,Twitter,10.204379562043794
3776,41,4.56,6.15,7.38,93,6.55,71.06,Medium,YouTube,15.583333333333336
3777,29,4.87,0.53,7.12,109,5.54,49.23,Medium,Snapchat,10.1088295687885
3778,46,1.7,2.8,6.84,27,5.92,33.79,High,YouTube,19.876470588235293
3779,19,11.85,4.28,4.61,17,9.06,11.52,Low,YouTube,0.9721518987341772
3780,23,1.35,3.33,8.68,13,3.71,46.5,Low,LinkedIn,34.44444444444444
3781,40,8.29,2.81,4.93,54,1.12,10.64,Low,YouTube,1.2834740651387215
3782,28,5.08,6.73,3.91,58,7.26,37.72,Medium,LinkedIn,7.4251968503937
3783,47,8.11,7.51,8.92,108,2.63,12.51,Medium,LinkedIn,1.5425400739827375
3784,43,4.92,7.05,7.48,18,2.39,67.94,Medium,Instagram,13.808943089430894
3785,45,8.41,4.42,5.49,103,9.93,77.49,Medium,YouTube,9.214030915576693
3786,18,9.02,7.13,8.62,99,3.4,25.11,High,YouTube,2.7838137472283813
3787,43,8.6,7.41,3.55,40,2.83,8.4,High,YouTube,0.9767441860465117
3788,18,2.25,3.57,3.53,11,2.72,35.36,Low,Twitter,15.715555555555556
3789,49,8.23,2.63,7.09,19,4.71,56.49,High,Snapchat,6.863912515188336
3790,31,4.08,1.24,4.07,33,4.68,77.03,Low,Snapchat,18.879901960784313
3791,37,1.32,4.09,8.5,35,6.69,40.89,Low,Twitter,30.977272727272727
3792,47,5.56,7.6,8.04,20,1.93,37.23,Medium,YouTube,6.696043165467626
3793,23,5.77,4.71,4.84,55,6.72,90.93,Medium,LinkedIn,15.759098786828424
3794,23,6.14,5.51,8.33,82,5.08,45.52,High,Twitter,7.413680781758958
