user_id,age,daily_screen_time_hours,social_media_hours,sleep_hours,exercise_minutes,study_work_hours,productivity_score,stress_level,platform,prouductivity_score_hours,productivity_score_hours
2350,29,5.7,5.89,3.21,99,1.29,25.55,Medium,Snapchat,19.8062015503876,19.8062015503876
2351,32,7.51,3.29,3.85,117,3.99,79.69,High,Twitter,19.972431077694235,19.972431077694235
2352,45,9.07,2,4.94,46,2.83,99.22,Low,LinkedIn,35.06007067137809,35.06007067137809
2353,24,6.66,4.59,4.86,26,2.18,70.14,Low,LinkedIn,32.174311926605505,32.174311926605505
2354,48,9.95,7.8,7.8,80,8.99,32.62,Low,Instagram,3.6284760845383754,3.6284760845383754
2355,40,8.94,5.71,8.06,17,7.39,35.53,High,LinkedIn,4.807848443843032,4.807848443843032
2356,29,7.77,4.19,4.16,19,1.29,4.02,Low,Snapchat,3.1162790697674416,3.1162790697674416
2357,26,2.66,6.33,3.74,107,9.28,65.05,High,LinkedIn,7.009698275862069,7.009698275862069
2358,29,10.2,6.03,6.8,41,9.13,60.4,High,Snapchat,6.615553121577217,6.615553121577217
2359,45,11.29,7.19,7.83,40,9.54,95.5,High,Twitter,10.010482180293502,10.010482180293502
2360,19,2.51,2.04,8.78,71,8.47,40.81,High,Snapchat,4.818181818181818,4.818181818181818
2361,19,6.37,6.94,3.04,57,1.71,93.36,Low,Snapchat,54.59649122807018,54.59649122807018
2362,43,3.85,2.76,5.48,39,6.61,76.26,Medium,Instagram,11.537065052950076,11.537065052950076
2363,23,9.3,7.56,7.4,74,1.75,29.51,Low,LinkedIn,16.862857142857145,16.862857142857145
2364,17,8.94,2.61,7.97,118,7.42,2.63,High,Snapchat,0.35444743935309975,0.35444743935309975
2365,37,2.55,7.45,3.37,29,2.77,72.94,High,Instagram,26.332129963898915,26.332129963898915
2366,31,10.65,7.73,7.08,11,9.42,50.14,High,Instagram,5.322717622080679,5.322717622080679
2367,44,2.99,1.59,4.73,117,9.41,96.22,Low,Instagram,10.22529224229543,10.22529224229543
2368,45,9.77,7.81,3.45,61,6.35,3.19,Medium,YouTube,0.5023622047244095,0.5023622047244095
2369,27,6.03,1.14,5.93,61,7.77,52.67,Low,Instagram,6.778635778635779,6.778635778635779
2370,26,4.61,2.14,3.95,86,8.72,79.09,High,Instagram,9.069954128440367,9.069954128440367
2371,36,2.74,3.83,7.42,69,4.5,79.19,Medium,Snapchat,17.59777777777778,17.59777777777778
2372,36,2.84,7.95,7.45,98,6.21,67.53,High,Instagram,10.8743961352657,10.8743961352657
2373,20,8.28,4.16,8.05,14,2.58,40.04,Medium,Instagram,15.51937984496124,15.51937984496124
2374,35,7.05,4.63,5.27,101,9.87,7.66,Medium,YouTube,0.7760891590678826,0.7760891590678826
2375,18,2.34,5.71,3.08,91,9.36,30.87,High,YouTube,3.2980769230769234,3.2980769230769234
2376,48,2.24,7.76,4.56,6,5.35,65.46,Low,Instagram,12.235514018691589,12.235514018691589
2377,24,1.8,6.38,5.81,5,5.98,77.33,Low,Instagram,12.9314381270903,12.9314381270903
2378,24,9.18,2.18,7.16,26,4.93,81.92,Medium,Snapchat,16.616632860040568,16.616632860040568
2379,19,8.83,2.77,5.29,1,1.01,77.63,High,Snapchat,76.86138613861385,76.86138613861385
2380,32,1.64,1.23,6.22,5,3.07,33.06,High,YouTube,10.768729641693813,10.768729641693813
2381,49,7.16,5.33,6.15,60,1.91,69.71,High,Snapchat,36.49738219895288,36.49738219895288
2382,39,1.93,1.86,3.99,31,3.91,96.94,Low,LinkedIn,24.792838874680307,24.792838874680307
2383,47,10.94,2.43,6.74,28,3.13,14.51,Medium,Twitter,4.635782747603834,4.635782747603834
2384,16,10.98,7.16,5.64,97,7.85,73.4,High,YouTube,9.35031847133758,9.35031847133758
2385,23,8.68,2.95,7.85,64,5.54,41.59,Low,YouTube,7.507220216606499,7.507220216606499
2386,38,11.19,4.75,7.14,14,8.35,23.27,Low,Snapchat,2.7868263473053894,2.7868263473053894
2387,27,9.93,3.48,3.67,9,6.72,32.68,Low,Twitter,4.863095238095238,4.863095238095238
2388,27,10.11,1.06,5.93,9,6.91,17.48,High,Twitter,2.529667149059334,2.529667149059334
2389,30,7.27,3.22,7.21,9,8.89,81.72,Medium,Instagram,9.192350956130483,9.192350956130483
2390,34,4.37,3.56,3.52,36,8.62,39.36,High,YouTube,4.566125290023202,4.566125290023202
2391,41,3.4,7.22,7.75,31,1.57,93.82,Low,Instagram,59.757961783439484,59.757961783439484
2392,44,4.6,2.93,4.33,35,6.21,96.67,Low,Snapchat,15.56682769726248,15.56682769726248
2393,37,7.91,3.34,6.02,63,4.72,96.61,Medium,Twitter,20.468220338983052,20.468220338983052
2394,36,2.9,6.37,8.64,88,6.4,16.42,Low,Instagram,2.5656250000000003,2.5656250000000003
2395,35,3.85,6.19,6.43,14,8.76,35.29,Low,Twitter,4.0285388127853885,4.0285388127853885
2396,44,6.15,6.49,5.54,72,1.11,31.73,Low,Instagram,28.585585585585584,28.585585585585584
2397,19,3.56,7.65,3.04,15,1.1,92.35,Medium,Instagram,83.95454545454544,83.95454545454544
2398,22,7.48,6.47,3.8,104,1.56,9.56,Low,Twitter,6.128205128205129,6.128205128205129
2399,43,11.15,3.56,6.47,82,8.87,59.27,High,Snapchat,6.68207440811725,6.68207440811725
2400,43,9.23,6.66,5.96,45,4.18,49.05,Low,LinkedIn,11.73444976076555,11.73444976076555
2401,19,8.33,4.32,5.18,43,4.34,97.65,Low,LinkedIn,22.500000000000004,22.500000000000004
2402,37,7.41,2.58,8.54,75,4.11,96.37,Low,YouTube,23.447688564476884,23.447688564476884
2403,27,6.37,2.77,4.99,34,3.08,42.98,Low,LinkedIn,13.954545454545453,13.954545454545453
2404,18,3.05,2.18,6.22,50,1.35,44.7,High,Twitter,33.111111111111114,33.111111111111114
2405,37,10.84,1.59,6.41,106,9.16,39.07,High,YouTube,4.2652838427947595,4.2652838427947595
2406,17,3.73,1.88,6.16,57,3.1,79.13,High,LinkedIn,25.5258064516129,25.5258064516129
2407,39,2.0,0.97,5.87,4,9.05,10.92,High,LinkedIn,1.2066298342541435,1.2066298342541435
2408,49,9.25,7.16,5.02,37,9.6,12.5,High,Instagram,1.3020833333333335,1.3020833333333335
2409,42,2.93,7.48,8.45,5,6.19,70.76,Medium,Instagram,11.431340872374799,11.431340872374799
2410,16,5.09,4.9,5.7,50,4.35,2.65,High,LinkedIn,0.6091954022988506,0.6091954022988506
2411,23,1.31,6.8,6.17,13,7.89,67.43,Medium,YouTube,8.546261089987327,8.546261089987327
2412,38,2.51,1.88,6.94,47,1.23,13.74,High,Twitter,11.170731707317074,11.170731707317074
2413,21,2.91,7.26,3.41,11,9.36,78.83,Medium,LinkedIn,8.422008547008547,8.422008547008547
2414,37,1.6,4.3,7.69,113,4.67,74.22,Low,Twitter,15.892933618843683,15.892933618843683
2415,40,8.22,1,6.08,85,3.78,19.04,High,YouTube,5.037037037037037,5.037037037037037
2416,33,10.21,1.56,6.94,108,2.14,75.94,Medium,Snapchat,35.48598130841121,35.48598130841121
2417,32,5.11,2.82,7.63,51,9.6,79.23,Low,YouTube,8.253125,8.253125
2418,27,10.62,0.83,8.24,104,8.3,92.63,High,Snapchat,11.16024096385542,11.16024096385542
2419,21,3.35,2.82,5.35,113,7.52,72.72,Medium,Instagram,9.670212765957448,9.670212765957448
2420,41,4.58,0.95,7.87,67,9.38,86.89,Low,Twitter,9.263326226012792,9.263326226012792
2421,42,2.66,2.27,4.55,106,9.64,64.11,Medium,Instagram,6.650414937759336,6.650414937759336
2422,23,7.83,2.49,6.96,58,3.42,62.93,High,Twitter,18.400584795321638,18.400584795321638
2423,34,5.62,7.96,3.62,17,8.08,67.86,Low,YouTube,8.398514851485148,8.398514851485148
2424,16,7.75,2.27,3.12,52,7.9,41.23,Low,LinkedIn,5.218987341772151,5.218987341772151
2425,44,9.38,2.29,3.57,30,6.02,23.63,Low,LinkedIn,3.925249169435216,3.925249169435216
2426,29,7.0,5.65,4.92,34,2.35,41.92,High,Snapchat,17.838297872340426,17.838297872340426
2427,35,7.9,6.95,3.19,3,9.46,59.75,Low,LinkedIn,6.316067653276955,6.316067653276955
2428,28,11.29,3.4,6.78,8,3.84,69.31,Medium,Twitter,18.049479166666668,18.049479166666668
2429,23,4.29,7.07,4.9,108,6.21,46.21,High,LinkedIn,7.4412238325281805,7.4412238325281805
2430,35,4.95,3.05,7.42,14,1.17,33.68,Low,Instagram,28.786324786324787,28.786324786324787
2431,48,8.89,1.98,3.28,41,4.86,25.44,High,LinkedIn,5.234567901234568,5.234567901234568
2432,41,7.72,2.97,4.3,58,6.55,19.14,High,Instagram,2.9221374045801527,2.9221374045801527
2433,36,2.96,5.07,5.45,84,4.43,48.16,Low,Snapchat,10.871331828442438,10.871331828442438
2434,24,5.14,3.25,5.3,95,5.29,70.93,Low,Snapchat,13.408317580340265,13.408317580340265
2435,39,6.15,5.55,3.79,72,2.73,83.15,Low,YouTube,30.45787545787546,30.45787545787546
2436,32,5.61,2.28,8.96,111,4.15,35.19,Medium,YouTube,8.479518072289155,8.479518072289155
2437,39,2.96,5.76,4.71,31,7.51,61.51,Low,YouTube,8.19041278295606,8.19041278295606
2438,36,11.17,3.11,7.33,79,9.73,48.29,Medium,Instagram,4.963001027749229,4.963001027749229
2439,28,9.39,3.92,4.32,44,5.22,96.66,Low,YouTube,18.517241379310345,18.517241379310345
2440,26,6.29,4.68,8.27,4,7.17,88.36,High,Snapchat,12.323570432357043,12.323570432357043
2441,34,8.48,5.65,5.33,105,9.79,88.35,High,LinkedIn,9.024514811031665,9.024514811031665
2442,26,10.87,2.29,8.41,30,7.97,58.34,Low,Instagram,7.319949811794229,7.319949811794229
2443,28,2.5,6.77,5.05,24,1.09,44.25,Low,YouTube,40.596330275229356,40.596330275229356
2444,16,3.75,5.91,3.05,55,9.42,65.53,Low,YouTube,6.956475583864119,6.956475583864119
2445,34,6.97,2.26,6.1,0,8.8,16.81,High,Snapchat,1.9102272727272724,1.9102272727272724
2446,27,9.79,7.81,6.15,60,3.44,88.41,High,LinkedIn,25.700581395348838,25.700581395348838
2447,23,1.4,5.49,3.72,66,2.63,27.85,High,Twitter,10.5893536121673,10.5893536121673
2448,23,11.82,3.89,4.41,84,9.09,82.86,Low,LinkedIn,9.115511551155116,9.115511551155116
2449,27,6.0,1.68,7.7,91,7.2,30.55,Low,YouTube,4.243055555555555,4.243055555555555
2450,48,4.95,4.5,3.22,66,3.13,52.68,High,YouTube,16.830670926517573,16.830670926517573
2451,41,4.22,1.74,5.94,41,7.42,77.46,Medium,LinkedIn,10.439353099730457,10.439353099730457
2452,43,2.92,3.72,6.18,95,6.4,39.98,Low,LinkedIn,6.246874999999999,6.246874999999999
2453,20,9.71,3.57,7.13,95,3.78,36.44,Low,Snapchat,9.640211640211641,9.640211640211641
2454,23,11.51,5.9,3.22,112,6.01,88.9,Medium,Twitter,14.792013311148088,14.792013311148088
2455,40,5.55,1.94,6.51,93,5.75,7.82,High,Instagram,1.36,1.36
2456,42,11.48,6.66,3.02,58,5.59,84.31,Low,Instagram,15.082289803220037,15.082289803220037
2457,38,10.06,2.95,4.59,49,5.66,92.89,Medium,Twitter,16.41166077738516,16.41166077738516
2458,45,6.29,3.83,6.0,76,1.0,56.75,Medium,Snapchat,56.75,56.75
2459,38,8.41,6.29,8.47,33,3.42,69.9,High,LinkedIn,20.438596491228072,20.438596491228072
2460,35,5.78,5.19,3.76,111,4.88,86.28,Medium,YouTube,17.68032786885246,17.68032786885246
2461,33,7.15,2.81,4.02,67,2.15,44.12,High,Twitter,20.52093023255814,20.52093023255814
2462,33,1.64,3.4,7.02,53,7.74,88.0,Medium,Snapchat,11.369509043927648,11.369509043927648
2463,17,8.66,2.79,5.25,81,8.62,37.85,Low,Twitter,4.390951276102089,4.390951276102089
2464,19,1.58,4.96,6.74,95,8.36,31.34,High,YouTube,3.7488038277511966,3.7488038277511966
2465,45,9.99,2.99,8.98,13,5.14,98.34,High,Instagram,19.13229571984436,19.13229571984436
2466,48,10.07,5.94,8.92,31,7.22,4.08,Medium,LinkedIn,0.5650969529085873,0.5650969529085873
2467,33,3.61,4.85,5.12,69,1.69,32.64,Low,Snapchat,19.313609467455624,19.313609467455624
2468,34,4.56,1.59,6.02,106,2.79,46.4,Medium,Instagram,16.630824372759857,16.630824372759857
2469,43,6.29,2.83,8.43,80,1.42,31.78,Medium,YouTube,22.380281690140848,22.380281690140848
2470,35,7.56,2.16,3.55,7,9.69,28.93,Medium,Twitter,2.9855521155830753,2.9855521155830753
2471,48,4.16,3.43,5.71,34,6.17,37.7,Low,Snapchat,6.110210696920584,6.110210696920584
2472,27,7.52,4.37,5.27,23,2.58,40.41,Low,Snapchat,15.662790697674417,15.662790697674417
2473,30,4.28,4.3,4.77,2,7.37,8.09,Medium,Instagram,1.0976933514246947,1.0976933514246947
2474,17,1.61,6.16,8.97,80,5.4,77.75,High,Instagram,14.398148148148147,14.398148148148147
2475,44,1.03,1.92,7.4,35,4.91,17.66,High,YouTube,3.5967413441955194,3.5967413441955194
2476,25,2.11,7.6,5.33,50,9.22,5.06,High,Instagram,0.5488069414316702,0.5488069414316702
2477,17,9.71,3.07,7.97,103,7.37,59.45,High,Snapchat,8.066485753052918,8.066485753052918
2478,26,11.58,2.75,5.94,80,7.22,67.19,Medium,LinkedIn,9.306094182825484,9.306094182825484
2479,28,5.7,5.64,8.24,56,1.88,76.27,Medium,YouTube,40.569148936170215,40.569148936170215
2480,25,6.64,6.54,4.6,58,1.83,9.69,Low,YouTube,5.295081967213115,5.295081967213115
2481,29,2.62,3.34,4.34,93,6.98,18.0,High,LinkedIn,2.5787965616045843,2.5787965616045843
2482,33,7.06,6.1,4.48,88,2.41,19.05,Medium,YouTube,7.9045643153526965,7.9045643153526965
2483,24,2.59,7.13,6.23,21,5.08,59.77,High,YouTube,11.765748031496063,11.765748031496063
2484,43,7.72,6.25,4.75,36,6.13,89.08,High,Instagram,14.531810766721044,14.531810766721044
2485,18,11.27,0.76,3.88,74,4.49,70.94,Medium,YouTube,15.799554565701557,15.799554565701557
2486,35,3.15,6.71,8.97,11,1.77,32.16,Medium,Snapchat,18.169491525423727,18.169491525423727
2487,21,9.41,6.31,8.4,20,7.69,85.46,Medium,Instagram,11.113133940182053,11.113133940182053
2488,42,1.26,5.52,6.81,14,8.97,67.31,High,Twitter,7.503901895206242,7.503901895206242
2489,17,5.13,6.2,8.35,11,2.46,69.16,Low,Snapchat,28.11382113821138,28.11382113821138
2490,44,2.22,7.85,8.61,85,8.69,95.78,High,Twitter,11.02186421173763,11.02186421173763
2491,18,4.88,3.73,7.06,102,8.1,95.09,Medium,Instagram,11.739506172839507,11.739506172839507
2492,31,2.91,1,6.11,55,6.07,39.18,High,Snapchat,6.454695222405271,6.454695222405271
2493,45,5.11,3.96,8.29,98,6.36,63.95,Low,Instagram,10.05503144654088,10.05503144654088
2494,17,5.59,0.85,6.41,105,6.86,21.0,Medium,Twitter,3.061224489795918,3.061224489795918
2495,32,4.31,2.71,3.76,15,5.72,41.78,Medium,LinkedIn,7.304195804195805,7.304195804195805
2496,27,8.22,4.9,5.2,32,8.6,28.07,High,YouTube,3.2639534883720933,3.2639534883720933
2497,16,11.11,2.82,5.68,116,5.27,37.37,Medium,LinkedIn,7.0910815939278935,7.0910815939278935
2498,30,5.41,5.64,8.61,42,5.92,67.87,Low,LinkedIn,11.464527027027028,11.464527027027028
2499,41,3.12,6.66,6.96,48,1.33,21.81,Medium,Instagram,16.398496240601503,16.398496240601503
2500,36,3.98,3.65,8.25,77,2.62,18.85,High,Instagram,7.194656488549619,7.194656488549619
2501,46,10.39,7.25,7.55,17,9.13,38.55,Medium,YouTube,4.222343921139101,4.222343921139101
2502,40,7.29,1.1,4.86,107,2.09,10.72,High,LinkedIn,5.129186602870814,5.129186602870814
2503,38,6.01,6.8,7.31,15,9.14,81.58,Medium,Snapchat,8.925601750547045,8.925601750547045
2504,39,2.65,6.71,4.17,39,6.72,95.89,Medium,Instagram,14.269345238095239,14.269345238095239
2505,43,5.95,2.91,5.45,66,9.28,80.33,High,LinkedIn,8.65625,8.65625
2506,36,4.06,2.74,7.84,106,8.33,53.61,Low,Twitter,6.4357743097238895,6.4357743097238895
2507,33,11.37,2.79,6.67,61,8.79,67.74,High,Instagram,7.706484641638226,7.706484641638226
2508,24,10.72,6.59,7.95,89,5.72,80.75,Low,YouTube,14.117132867132868,14.117132867132868
2509,45,1.92,6.74,4.53,78,8.43,7.75,High,LinkedIn,0.9193357058125742,0.9193357058125742
2510,49,6.68,2.97,7.5,99,5.14,42.39,Medium,Instagram,8.247081712062258,8.247081712062258
2511,47,3.48,4.94,4.21,26,1.4,15.23,Low,YouTube,10.87857142857143,10.87857142857143
2512,18,5.52,1.54,6.27,111,6.86,9.98,High,YouTube,1.4548104956268222,1.4548104956268222
2513,18,10.65,4.02,5.6,117,7.56,76.14,High,Twitter,10.071428571428571,10.071428571428571
2514,43,6.8,7.99,6.34,119,1.91,85.95,High,YouTube,45.0,45.0
2515,30,4.68,1.69,3.81,80,8.34,9.3,High,Instagram,1.115107913669065,1.115107913669065
2516,38,3.29,7.61,5.17,13,1.68,18.7,Low,Instagram,11.130952380952381,11.130952380952381
2517,26,9.8,6.68,7.0,65,4.97,22.86,Low,Snapchat,4.599597585513078,4.599597585513078
2518,47,7.87,7.79,6.35,26,5.39,85.84,Low,LinkedIn,15.92578849721707,15.92578849721707
2519,48,6.15,1.85,6.29,53,1.33,91.44,Low,LinkedIn,68.75187969924812,68.75187969924812
2520,39,3.39,2.1,6.06,110,1.59,76.73,High,Twitter,48.257861635220124,48.257861635220124
2521,49,4.68,0.63,8.66,87,5.06,79.84,Low,LinkedIn,15.778656126482215,15.778656126482215
2522,43,11.56,5.94,8.61,59,3.8,34.93,Low,YouTube,9.192105263157895,9.192105263157895
2523,22,6.72,5.33,5.16,39,8.34,41.42,Medium,Instagram,4.96642685851319,4.96642685851319
2524,19,5.41,1.84,5.11,44,4.72,28.77,Medium,YouTube,6.095338983050848,6.095338983050848
2525,16,6.74,6.43,6.33,98,1.95,95.88,Low,LinkedIn,49.169230769230765,49.169230769230765
2526,16,9.57,2.74,3.57,67,2.42,73.04,Medium,Snapchat,30.181818181818187,30.181818181818187
2527,35,4.74,1.51,4.82,89,7.06,34.79,Medium,LinkedIn,4.927762039660057,4.927762039660057
2528,34,2.97,3.67,4.39,99,9.55,14.43,Medium,Twitter,1.5109947643979056,1.5109947643979056
2529,44,7.43,1.18,4.34,67,8.83,20.29,Medium,Instagram,2.2978482446206114,2.2978482446206114
2530,25,8.32,2.47,6.83,62,2.17,21.2,High,YouTube,9.76958525345622,9.76958525345622
2531,33,8.84,3.29,5.31,97,1.15,61.87,Medium,LinkedIn,53.800000000000004,53.800000000000004
2532,43,10.7,6.89,4.03,76,1.24,90.39,High,Instagram,72.89516129032258,72.89516129032258
2533,46,5.08,6.44,8.33,117,5.99,87.0,High,YouTube,14.524207011686142,14.524207011686142
2534,42,1.83,3.82,8.24,39,5.37,7.9,Medium,LinkedIn,1.4711359404096835,1.4711359404096835
2535,26,11.54,5.93,8.17,40,1.12,71.2,High,LinkedIn,63.57142857142857,63.57142857142857
2536,20,5.79,4.76,5.34,60,1.51,17.6,High,LinkedIn,11.655629139072849,11.655629139072849
2537,23,7.86,3.06,3.34,64,10.0,31.73,High,Twitter,3.173,3.173
2538,49,8.33,5.94,3.64,0,9.68,54.84,High,Twitter,5.6652892561983474,5.6652892561983474
2539,27,7.01,5.63,4.66,8,2.14,84.25,Medium,YouTube,39.36915887850467,39.36915887850467
2540,16,3.26,5.14,4.32,74,2.48,24.44,Medium,YouTube,9.85483870967742,9.85483870967742
2541,46,9.31,5.13,8.24,79,9.1,87.51,High,Instagram,9.616483516483518,9.616483516483518
2542,19,9.84,5.62,8.92,92,5.57,73.74,Medium,Snapchat,13.238779174147215,13.238779174147215
2543,20,7.08,3.38,7.9,99,9.62,67.75,Low,Instagram,7.042619542619543,7.042619542619543
2544,45,6.37,7.02,7.38,14,5.68,14.16,Low,Snapchat,2.4929577464788735,2.4929577464788735
2545,39,2.25,1.72,6.53,58,6.2,47.95,Medium,LinkedIn,7.733870967741936,7.733870967741936
2546,18,1.92,7.13,7.62,102,2.98,28.24,Low,LinkedIn,9.476510067114093,9.476510067114093
2547,26,4.74,3.07,8.68,65,8.88,59.23,Medium,Instagram,6.670045045045044,6.670045045045044
2548,19,4.42,1.44,6.61,9,8.43,67.69,High,Twitter,8.029655990510083,8.029655990510083
2549,41,11.49,5,3.93,48,4.04,7.47,Medium,Twitter,1.8490099009900989,1.8490099009900989
2550,42,9.62,3.32,3.98,10,6.51,64.77,High,YouTube,9.949308755760368,9.949308755760368
2551,42,8.26,6.62,6.5,29,4.07,50.31,Low,YouTube,12.36117936117936,12.36117936117936
2552,21,6.69,3.73,5.0,22,5.18,84.03,High,Instagram,16.222007722007724,16.222007722007724
2553,30,2.84,5.51,8.46,21,8.68,79.53,High,Twitter,9.162442396313365,9.162442396313365
2554,45,11.76,2.81,6.67,50,4.74,41.88,Low,LinkedIn,8.835443037974684,8.835443037974684
2555,38,5.13,2.07,7.06,41,8.57,97.64,Medium,LinkedIn,11.39323220536756,11.39323220536756
2556,21,2.18,3.41,3.03,99,9.64,59.1,Medium,Twitter,6.130705394190871,6.130705394190871
2557,19,6.43,5.05,5.99,28,4.75,96.4,Medium,Instagram,20.294736842105266,20.294736842105266
2558,33,10.61,5.43,5.59,44,8.9,72.21,Medium,YouTube,8.113483146067415,8.113483146067415
2559,24,10.76,4.84,7.24,95,3.74,41.35,High,Instagram,11.056149732620321,11.056149732620321
2560,44,1.12,7.91,5.3,32,1.03,24.14,High,Twitter,23.436893203883496,23.436893203883496
2561,28,10.75,5.68,8.86,38,1.76,47.08,Low,Instagram,26.75,26.75
2562,32,3.99,7.49,7.02,72,7.63,93.67,Low,Twitter,12.276539973787681,12.276539973787681
2563,47,1.43,1.38,6.96,64,1.9,13.89,High,Instagram,7.310526315789474,7.310526315789474
2564,37,10.33,0.96,8.52,81,9.45,46.57,Low,Snapchat,4.928042328042328,4.928042328042328
2565,19,10.5,2.83,8.97,49,8.8,35.34,Medium,LinkedIn,4.015909090909091,4.015909090909091
2566,20,7.56,1.52,4.19,111,5.63,86.86,High,Snapchat,15.428063943161634,15.428063943161634
2567,28,7.32,4.44,7.86,85,6.23,80.6,Low,Twitter,12.93739967897271,12.93739967897271
2568,49,9.94,4.39,3.97,47,7.25,55.66,Low,LinkedIn,7.6772413793103444,7.6772413793103444
2569,37,9.65,4.81,5.74,36,7.58,42.09,Medium,Snapchat,5.552770448548813,5.552770448548813
2570,38,10.79,6.09,3.6,77,5.42,68.73,High,Instagram,12.680811808118083,12.680811808118083
2571,18,7.08,7.78,6.74,85,3.82,95.36,Low,Instagram,24.963350785340314,24.963350785340314
2572,49,11.64,7.09,5.81,32,9.19,11.01,Low,LinkedIn,1.1980413492927096,1.1980413492927096
2573,47,11.96,1.39,6.77,5,1.42,89.98,Low,Twitter,63.3661971830986,63.3661971830986
2574,36,2.28,3.04,7.07,90,4.2,30.13,Medium,Snapchat,7.173809523809523,7.173809523809523
2575,36,10.34,2.42,6.72,69,7.0,1.42,Low,Twitter,0.20285714285714285,0.20285714285714285
2576,26,6.5,1.83,4.76,54,9.02,74.36,High,Instagram,8.24390243902439,8.24390243902439
2577,19,5.26,4.59,8.02,43,1.67,79.05,Medium,YouTube,47.33532934131737,47.33532934131737
2578,16,7.74,4.65,6.31,49,6.93,31.17,High,YouTube,4.497835497835498,4.497835497835498
2579,43,1.62,2.2,5.94,53,5.38,78.07,Medium,Twitter,14.511152416356877,14.511152416356877
2580,39,6.57,5.84,8.92,62,7.18,80.0,Low,Instagram,11.142061281337048,11.142061281337048
2581,28,10.58,6,4.7,104,3.85,67.86,High,Instagram,17.625974025974024,17.625974025974024
2582,49,3.35,0.66,6.17,15,7.4,4.83,Low,YouTube,0.6527027027027027,0.6527027027027027
2583,26,5.69,3.47,7.09,46,2.62,67.07,High,YouTube,25.59923664122137,25.59923664122137
2584,32,11.33,7.18,3.75,56,7.98,93.31,Low,Snapchat,11.692982456140351,11.692982456140351
2585,33,5.71,4.4,5.13,1,7.74,62.41,Low,Snapchat,8.063307493540051,8.063307493540051
2586,37,4.94,3.11,7.81,36,9.52,37.33,High,YouTube,3.921218487394958,3.921218487394958
2587,39,5.85,2.4,4.42,92,2.56,56.78,Medium,Twitter,22.1796875,22.1796875
2588,34,6.71,2.33,5.96,22,7.5,99.32,High,LinkedIn,13.242666666666667,13.242666666666667
2589,36,7.95,1.25,6.78,84,3.9,47.79,Medium,Instagram,12.253846153846155,12.253846153846155
2590,23,9.81,6.63,7.03,12,3.54,84.31,High,Instagram,23.816384180790962,23.816384180790962
2591,43,5.97,1.15,7.37,114,4.61,14.71,High,Instagram,3.190889370932755,3.190889370932755
2592,20,9.99,2.69,8.2,64,3.57,6.59,High,Snapchat,1.8459383753501402,1.8459383753501402
2593,32,6.87,0.84,5.36,92,3.23,39.62,Medium,YouTube,12.26625386996904,12.26625386996904
2594,34,4.72,6.36,7.24,47,7.92,14.64,Low,Snapchat,1.8484848484848486,1.8484848484848486
2595,42,8.24,0.79,7.39,6,7.3,33.72,Medium,YouTube,4.619178082191781,4.619178082191781
2596,49,8.89,2.81,4.8,30,1.98,71.83,Low,Twitter,36.27777777777778,36.27777777777778
2597,26,7.14,4.8,8.81,62,6.04,45.1,Low,Snapchat,7.466887417218543,7.466887417218543
2598,27,1.62,3.57,8.19,44,3.98,32.8,High,YouTube,8.241206030150753,8.241206030150753
